ID_FISCALIZACAO_ELETRONICA;DESC_LOC_CONTROLADOR_TRANSITO;DESC_TIPO_CONTROLADOR_TRANSITO;VELOCIDADE_REGULAMENTAR;SENTIDO;SENTIDO_FISCALIZADO;NUM_SERIE_ATUAL;COD_SECUNDARIA;GEOMETRIA
204;Av. Alfredo Balena, 110 e oposto ao 110;Detector de Avanço de Semáforo;60;Bairro-Centro e Centro-Bairro;Ambos;266;;POINT (612164.34 7796485.84)
205;Av. Alfredo Balena, oposto ao 110;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;281;;POINT (612167.16 7796480.96)
206;Av. Presidente Antônio Carlos, 1694;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;579;;POINT (610103.45 7799528.51)
207;Av. Silva Lobo, 865 e oposto ao 865;Detector de Avanço de Semáforo;60;Bairro-Centro e Centro-Bairro;Ambos;580;;POINT (607617.74 7795764.66)
208;Av. Risoleta Neves entre R. Santa Maria e Av. Saramenha;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;575;;POINT (613571.56 7805177.13)
209;Av. Risoleta Neves entre Av. Saramenha e R. Santa Maria;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;576;;POINT (613543.29 7805203.28)
353;Av. Presidente Carlos Luz entre Anel Rodoviário e Praça Pedro Mello;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2200012;GCT012;POINT (607235.26 7801369.82)
261;Av. Cristiano Machado esquina com R. Tamboril;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8968;;POINT (611365.74 7798697.11)
262;"Av. Cristiano Machado esquina com R. Tamboril 
";Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8969;;POINT (611367.36 7798693.46)
263;Av. Cristiano Machado esquina com R. Zaira de Paula;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8974;;POINT (612088.80 7800368.14)
264;Av. Cristiano Machado esquina com R. Zaira de Paula;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8975;;POINT (612094.27 7800369.92)
265;Av. Cristiano Machado, 1320 ;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8959;;POINT (612231.37 7799323.13)
266;Av. Cristiano Machado, 4001;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8965;;POINT (612145.76 7801846.01)
267;Av. Cristiano Machado, 4001;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8966;;POINT (612151.33 7801845.46)
268;Av. Cristiano Machado, oposto ao 4001;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8963;;POINT (612163.44 7801788.10)
269;Av. Dom Pedro I, 2062;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8976;;POINT (608879.01 7807189.44)
270;Av. Dom Pedro I, 2177;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8970;;POINT (608999.83 7807299.93)
271;Av. Dom Pedro I, 2177;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8977;;POINT (609003.43 7807296.07)
272;Av. Presidente Antônio Carlos, 561;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200005;GCT005;POINT (610577.11 7798452.38)
273;Av. Presidente Antônio Carlos, 6484;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2200004;GCT004;POINT (609205.67 7803074.00)
274;Av. Presidente Antônio Carlos, 6627;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200003;GCT003;POINT (609057.32 7803395.67)
275;Av. Presidente Antônio Carlos, 7400;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2200002;GCT002;POINT (608928.95 7803870.83)
276;Av. Presidente Antônio Carlos, 7719;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200001;GCT001;POINT (608766.66 7804232.23)
277;Av. Presidente Carlos Luz entre Praça Pedro Mello e Anel Rodoviário;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200013;GCT013;POINT (607220.71 7801366.34)
278;Av. Presidente Carlos Luz, 4585;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200009;GCT009;POINT (607121.75 7802325.96)
279;Av. Presidente Carlos Luz, oposto ao 3514;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2200011;GCT011;POINT (607539.07 7800968.03)
280;Av. Presidente Carlos Luz, oposto ao 4269;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2200010;GCT010;POINT (607120.28 7802240.27)
281;Av. Raja Gabaglia, 2226;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8973;;POINT (609027.45 7793043.57)
282;Av. Raja Gabaglia, 2271;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;8972;;POINT (609068.75 7793007.91)
283;Av. Teresa Cristina, 6776;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8967;;POINT (605343.03 7792918.86)
284;Av. Teresa Cristina, 6776;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8978;;POINT (605346.69 7792911.72)
285;Av. Teresa Cristina, 9793;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200008;GCT008;POINT (605415.51 7792921.81)
241;Av. Nossa Senhora do Carmo, 1900;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2411;;POINT (610926.63 7793194.16)
242;Av. Nossa Senhora do Carmo, 1925;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3262;;POINT (610916.55 7793146.20)
243;Av. Presidente Juscelino Kubtischek, 4333;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2430;;POINT (606484.90 7796605.86)
11;Av. Cristiano Machado esquina com Av. Sebastião de Brito;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;7191;;POINT (611557.08 7803868.10)
12;Av. Cristiano Machado esquina com R. Sônia;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;7190;;POINT (611642.78 7803712.79)
782;Av. do Contorno, 5713;Detector de Trânsito em Local Proibido;60;Savassi-São Lucas;Único;3054;393305017;POINT (611901.92 7794836.54)
16;Av. Nossa Senhora do Carmo, 665;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;7185;;POINT (611472.62 7794135.33)
17;Av. Nossa Senhora do Carmo, 702;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;7186;;POINT (611455.93 7794113.61)
25;Av. Afonso Pena esquina com R. Maranhão;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3283;;POINT (612270.61 7795096.17)
26;Av. Amazonas, 2086;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;3285;;POINT (609630.64 7796281.64)
27;Av. Amazonas, 2153;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3306;;POINT (609621.49 7796258.85)
29;Av. Amazonas, 5400 ;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Ambos;1102;KBH1102;POINT (606571.07 7795881.57)
30;Av. Amazonas, 6900;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;516302837;KBH11042;POINT (605302.86 7795365.27)
781;Av. do Contorno, 5713;Detector de Avanço de Semáforo;60;Savassi-São Lucas;Único;3054;393305017;POINT (611910.13 7794837.67)
31;Av. Amazonas, 7800;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;1106;KBH1106;POINT (604629.45 7795031.46)
32;Av. Amazonas a 90 metros da R. São Carlos;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;1107;KBH1107;POINT (603877.33 7794040.18)
33;Av. Barão Homem de Melo, 3191 e oposto ao 3191;Controlador Eletrônico de Velocidade;60;Av. Raja Gabáglia-Av. Silva Lobo e Av. Silva Lobo-;Ambos;3296;;POINT (608483.08 7792201.30)
34;Av. Antônio Abraão Caram a 43 metros da Al. das Acácias;Controlador Eletrônico de Velocidade;60;Liberdade-São Luiz e São Luiz-Liberdade;Ambos;3373;;POINT (608515.50 7803602.64)
35;Av. Bernardo Vasconcelos, 1720 e oposto ao 1720;Controlador Eletrônico de Velocidade;60;Aparecida-União e União-Aparecida;Ambos;3313;;POINT (611362.30 7801272.53)
36;Av. Bias Fortes esquina com R. Bernardo Guimarães;Controlador Eletrônico de Velocidade;60;Praça da Liberdade-Praça Raul Soares e Praça Raul ;Ambos;3299;;POINT (610797.97 7796038.69)
1103;Av. Presidente Antônio Carlos, n 3203 - Pista do Move;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;92;GPX092;POINT (609846.27 7801054.77)
39;Av. Cristiano Machado a 27 metros do Viaduto Paulo Mendes Campos;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;3273;;POINT (611871.64 7803228.89)
40;Av. Cristiano Machado a 89 metros da R. Cajuí;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3276;;POINT (611880.92 7803190.24)
41;Av. Cristiano Machado, 9950;Controlador Eletrônico de Velocidade;70;Centro-Bairro;Único;3284;;POINT (611433.97 7805839.26)
44;Av. Cristiano Machado, 12001;Controlador Eletrônico de Velocidade;70;Bairro-Centro;Único;3292;;POINT (610297.66 7808162.93)
45;Av. Deputado Álvaro Antônio a 280m da Av. Adão Alves de Souza;Controlador Eletrônico de Velocidade;60;Betânia-Barreiro;Único;3318;;POINT (603726.72 7791086.80)
289;Av. Cristiano Machado, 1700;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8961;;POINT (612211.00 7800039.31)
290;Av. Cristiano Machado, 1700;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8962;;POINT (612216.56 7800041.05)
381;Av. Getúlio Vargas, 1705;Detector de Trânsito em Local Proibido;60;Santo Antônio-Savassi;Único;3013;122420152;POINT (611093.86 7794830.84)
382;Av. Cristiano Machado, 11100;Controlador Eletrônico de Velocidade;70;Centro-Bairro;Único;9085;;POINT (610684.84 7807364.02)
383;Av. Cristiano Machado, 11100;Controlador Eletrônico de Velocidade;70;Centro-Bairro;Único;9087;;POINT (610678.44 7807360.42)
115;Av. Afonso Pena esquina com R. dos Caetés;Detector de Avanço de Semáforo;60;Centro-Mangabeiras;Único;58121;58121;POINT (610884.41 7797449.98)
123;Av. Cristiano Machado, 500;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;283;;POINT (611727.11 7798790.20)
124;Av. Amazonas, 7675;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;265;;POINT (604715.30 7795056.30)
128;Av. Afonso Pena esquina com Av. Álvares Cabral;Detector de Avanço de Semáforo;60;Mangabeiras-Praça Rio Branco;Único;299;;POINT (611451.36 7796509.50)
129;Av. Afonso Pena esquina com Av. Álvares Cabral;Detector de Avanço de Semáforo;60;Praça Rio Branco-Mangabeiras;Único;569;;POINT (611415.08 7796530.20)
130;Av. Álvares Cabral esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;Praça Afonso Arinos-Centro;Único;259;;POINT (611421.42 7796502.41)
131;Av. Afonso Pena esquina com R. dos Guajajaras;Detector de Avanço de Semáforo;60;Praça Rio Branco-Mangabeiras;Único;564;;POINT (611558.27 7796287.41)
132;Av. Afonso Pena esquina com R. dos Guajajaras;Detector de Avanço de Semáforo;60;Praça Rio Branco-Mangabeiras;Único;272;;POINT (611551.93 7796285.07)
133;Av. Afonso Pena esquina com R. dos Timbiras;Detector de Avanço de Semáforo;60;Praça Rio Branco-Mangabeiras;Único;270;;POINT (611659.43 7796107.56)
134;Av. Afonso Pena esquina com R. Pernambuco;Detector de Avanço de Semáforo;60;Mangabeiras-Praça Rio Branco;Único;268;;POINT (611686.24 7796108.20)
135;"Av. Afonso Pena, esquina com
Rua Cláudio Manoel";Detector de Avanço de Semáforo;60;Mangabeiras-Centro;Único;58077;;POINT (612096.39 7795395.03)
138;R. Curitiba esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Centro-Lourdes;Único;292;;POINT (610749.57 7796942.19)
139;Av. Amazonas esquina com R. Curitiba;Detector de Avanço de Semáforo;60;Praça Rui Barbosa-Praça Raul Soares;Único;574;;POINT (610756.22 7796935.52)
141;R. da Bahia esquina com Av. Augusto de Lima;Detector de Avanço de Semáforo;60;Praça Rui Barbosa-Praça da Liberdade;Único;267;;POINT (611216.93 7796518.74)
142;Av. Afonso Vaz de Melo esquina com R. Boaventura Costa e R. Boaventura Costa esquina com Av. Afonso Vaz de Melo;Detector de Avanço de Semáforo;60;Barreiro-Tirol e Barreiro-Teixeira Dias;Ambos;282;;POINT (602307.46 7790998.53)
143;R. Boaventura Costa esquina com Av. Afonso Vaz de Melo;Detector de Avanço de Semáforo;30;Barreiro-Teixeira Dias;Único;250;;POINT (602302.05 7790997.14)
943;"Av. Cristiano Machado, esquina com R. Pitangui
";Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;516302852;S5101;POINT (611394.73 7798677.98)
145;Av. Vilarinho esquina com Av. Elias Antônio Issa;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;578;;POINT (607860.48 7809566.62)
146;Av. Vilarinho esquina com Av. Baleares;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;577;;POINT (607863.01 7809610.20)
161;Av. Amazonas esquina com R. São Paulo;Detector de Avanço de Semáforo;60;Praça Raul Soares-Praça Rui Barbosa;Único;566;;POINT (610897.82 7797000.28)
162;Av. Amazonas esquina com R. São Paulo;Detector de Avanço de Semáforo;60;Praça Rui Barbosa-Praça Raul Soares;Único;285;;POINT (610926.71 7797036.51)
163;Av. Amazonas esquinsa com R. dos Tamóios;Detector de Avanço de Semáforo;60;Praça Raul Soares-Praça Rui Barbosa;Único;595;;POINT (610936.45 7797025.82)
164;Av. Amazonas esquina com R. Curitba;Detector de Avanço de Semáforo;60;Praça Raul Soares-Praça Rui Barbosa;Único;573;;POINT (610735.41 7796907.86)
165;Av. Amazonas esquina com Av. Paraná;Detector de Avanço de Semáforo;60;Praça Rui Barbosa-Praça Raul Soares;Único;570;;POINT (610664.63 7796882.03)
166;Av. Amazonas esquina com R. Padre Belchior e R. Padre Belchior esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Praça Raul Soares-Praça Rui Barbosa e Augusto de L;Ambos;1388;BRI1388;POINT (610660.53 7796861.75)
167;Av. Amazonas esquina com R. dos Goitacazes;Detector de Avanço de Semáforo;60;Praça Rui Barbosa-Praça Raul Soares;Único;586;;POINT (610564.52 7796826.94)
168;Av. Amazonas esquina com R. dos Goitacazes;Detector de Avanço de Semáforo;60;Praça Raul Soares-Praça Rui Barbosa;Único;585;;POINT (610572.48 7796813.50)
169;R. Santa Catarina esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Lourdes-Centro;Único;587;;POINT (610565.60 7796799.99)
170;Av. Amazonas esquina com R. dos Aimorés;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;583;;POINT (609907.85 7796424.76)
171;Av. Amazonas esquina com R. Araguari;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;584;;POINT (609903.44 7796442.86)
172;Av. Amazonas esquina com Av. Barbacena;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;263;;POINT (609706.51 7796308.78)
173;Av. Amazonas esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;251;;POINT (609147.15 7795999.55)
174;Av. Amazonas esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;257;;POINT (609126.66 7795975.42)
175;Av. do Contorno esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Barro Preto-Savassi;Único;253;;POINT (609125.62 7796000.95)
176;Av. do Contorno, 8995;Detector de Avanço de Semáforo;60;Barro Preto-Savassi;Único;264;;POINT (609137.37 7795965.87)
177;Av. Amazonas esquina com Av. Francisco Sá;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;255;;POINT (608867.05 7795936.27)
178;Av. Amazonas esquina com Av. Francisco Sá;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;295;;POINT (608848.95 7795917.36)
179;Av. Amazonas esquina com R. Olinda;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;284;;POINT (607433.41 7795932.16)
180;Av. Amazonas esquina com R. Olinda e R. Olinda esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;279;;POINT (607431.92 7795921.46)
181;Av. Amazonas esquina com R. Visconde de Cairú;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;597;;POINT (604069.01 7794208.54)
182;Av. Amazonas, 8888;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;596;;POINT (604062.07 7794221.04)
183;Av. do Contorno esquina com R. Paulo de Frontim;Detector de Avanço de Semáforo;60;Centro-Barro Preto;Único;288;;POINT (610563.76 7797700.60)
185;Av. do Contorno esquina com R. Paulo de Frontim;Detector de Avanço de Semáforo;60;Barro Preto-Centro;Único;274;;POINT (610576.67 7797646.74)
186;Av. do Contorno esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Savassi-Barro Preto;Único;563;;POINT (609148.31 7795974.59)
187;Av. dos Andradas esquina com R. dos Caetés;Detector de Avanço de Semáforo;60;Viaduto Jornalista Oswaldo Faria-Viaduto Santa Ter;Único;273;;POINT (611501.79 7797320.07)
188;Av. dos Andradas esquina com R. dos Tupinambás;Detector de Avanço de Semáforo;60;Viaduto Jornalista Oswaldo Faria-Viaduto Santa Ter;Único;558;;POINT (611459.46 7797174.80)
189;Av. dos Andradas esquina com R. dos Tupinambás;Detector de Avanço de Semáforo;60;Viaduto Santa Tereza-Viaduto Jornalista Oswaldo Fa;Único;559;;POINT (611474.59 7797154.27)
190;Av. do Contorno esquina com R. do Ouro;Detector de Avanço de Semáforo;60;Serra-Santa Efigênia;Único;594;;POINT (612594.45 7795675.54)
191;Av. José Cândido da Silveira, 1200 e oposto ao 1200;Detector de Avanço de Semáforo;60;Bairro-Centro e Centro-Bairro;Ambos;572;;POINT (613207.77 7800565.53)
286;Av. Cristiano Machado, 1320;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8960;;POINT (612226.11 7799323.79)
287;Av. Cristiano Machado, oposto ao 4001;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8964;;POINT (612168.80 7801786.54)
288;Av. Dom Pedro I, 2062;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;8971;;POINT (608882.35 7807184.98)
361;Av. Amazonas esquina com R. Pedra Bonita;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3014;241705001;POINT (608334.29 7795814.90)
362;Av. Amazonas esquina com R. Pedra Bonita;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3015;122420160;POINT (608332.71 7795820.34)
363;Av. Amazonas esquina com R. Pedra Bonita;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3015;122420160;POINT (608338.95 7795821.55)
364;Av. Amazonas esquina com R. Pedra Bonita;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3014;241705001;POINT (608340.51 7795816.01)
365;Av. Carandaí esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;Santa Efigênia-Centro;Único;1676;;POINT (611612.36 7796246.90)
366;Av. Carandaí esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;Santa Efigênia-Centro;Único;1676;;POINT (611601.86 7796269.90)
367;Av. Dom Pedro II esquina com R. Antônio Peixoto Guimarães;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1045;;POINT (607386.20 7797866.64)
368;Av. Nossa Senhora do Carmo esquina com Praça da Harmonia (Pista Externa);Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1362;;POINT (611417.34 7794014.93)
369;Av. Nossa Senhora do Carmo esquina com Praça da Harmonia (Pista Interna);Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1369;;POINT (611421.72 7794013.26)
370;R. Edgard Torres esquina com Av. Vilarinho;Detector de Avanço de Semáforo;60;Minas Caixa-Venda Nova;Único;1407;;POINT (609040.98 7808941.73)
321;Av. Nossa Senhora do Carmo, 1448;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3001;122420148;POINT (611081.63 7793436.20)
322;Av. Nossa Senhora do Carmo, 1448;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3002;122420150;POINT (611085.27 7793433.21)
323;Av. Nossa Senhora do Carmo, 1448;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3002;122420150;POINT (611084.45 7793439.46)
324;Av. Nossa Senhora do Carmo, 1448;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3001;122420148;POINT (611087.85 7793436.80)
325;Av. Raja Gabáglia, 1710;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3003;122420151;POINT (608687.75 7793763.72)
326;Av. Raja Gabáglia, 1710;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3003;122420151;POINT (608691.10 7793763.18)
327;Av. Raja Gabáglia, 1799;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3004;122420149;POINT (608702.60 7793752.58)
328;Av. Raja Gabáglia, 1799;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3004;122420149;POINT (608699.24 7793753.13)
329;Av. Dom Pedro II esquina com R. Espinosa;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3005;122420173;POINT (608994.09 7798318.40)
330;Av. Dom Pedro II esquina com R. Espinosa;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3006;122420170;POINT (608995.76 7798322.05)
331;Av. Dom Pedro II esquina com R. Espinosa;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3006;122420170;POINT (609000.13 7798319.43)
332;Av. Dom Pedro II esquina com R. Espinosa;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3005;122420173;POINT (608998.10 7798315.90)
333;Av. Dom Pedro II esquina com R. Espinosa;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3007;122420169;POINT (608976.84 7798316.03)
334;Av. Dom Pedro II esquina com R. Espinosa;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3007;122420169;POINT (608980.36 7798314.21)
335;Av. Dom Pedro II esquina com R. Espinosa;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3008;405405038;POINT (608975.23 7798312.95)
336;Av. Dom Pedro II esquina com R. Espinosa;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3008;405405038;POINT (608978.69 7798310.87)
337;Av. Presidente Antônio Carlos, 1089;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3009;122420146;POINT (610340.94 7799109.30)
338;Av. Presidente Antônio Carlos, 1089;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3010;122420157;POINT (610344.76 7799111.69)
339;Av. Presidente Antônio Carlos, 1089;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3010;122420157;POINT (610342.25 7799116.00)
340;Av. Presidente Antônio Carlos, 1089;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3009;122420146;POINT (610336.90 7799113.08)
341;Av. Presidente Antônio Carlos, oposto ao 1089;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3012;122420158;POINT (610370.21 7799119.58)
342;Av. Presidente Antônio Carlos, oposto ao 1089;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3012;122420158;POINT (610366.95 7799127.39)
343;Av. Presidente Antônio Carlos, oposto ao 1089;Detector de Trânsito em Local Proibido;60;Centro-Bairro;Único;3011;405405038;POINT (610375.82 7799124.11)
344;Av. Presidente Antônio Carlos, oposto ao 1089;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3011;393205018;POINT (610372.56 7799130.84)
345;Av. do Contorno esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;Funcionários-Savassi;Único;3018;122420156;POINT (612377.81 7794939.59)
346;Av. do Contorno esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;Funcionários-Savassi;Único;3019;405405037;POINT (612380.52 7794936.15)
347;Av. do Contorno esquina com Av. Afonso Pena;Detector de Trânsito em Local Proibido;60;Funcionários-Savassi;Único;3018;122420156;POINT (612380.93 7794942.46)
348;Av. do Contorno esquina com Av. Afonso Pena;Detector de Trânsito em Local Proibido;60;Funcionários-Savassi;Único;3019;405405037;POINT (612384.02 7794939.16)
349;Av. Amazonas esquina com R. Pedra Bonita;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3016;122420159;POINT (608319.97 7795804.76)
350;Av. Amazonas esquina com R. Pedra Bonita;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3017;122420161;POINT (608321.44 7795800.58)
351;Av. Amazonas esquina com R. Pedra Bonita;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3017;122420161;POINT (608313.91 7795797.65)
352;Av. Amazonas esquina com R. Pedra Bonita;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3016;122420159;POINT (608312.63 7795803.22)
1003;Av. Amazonas, n.º 3960;Controlador Eletrônico de Velocidade;60;Centro-Bairo;Único;516302925;;POINT (607787.94 7795832.43)
81;Av. Presidente Antônio Carlos, 1089;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3261;;POINT (610374.86 7799051.63)
83;Av. Presidente Antônio Carlos, 2674;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;3260;;POINT (609870.92 7800552.18)
84;Av. Presidente Antônio Carlos oposto ao 2862;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3259;;POINT (609788.03 7800617.79)
87;Av. Presidente Carlos Luz, 1525 e oposto ao 1525;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3312;;POINT (608385.11 7800044.84)
88;Av. Presidente Carlos Luz, 2754 e oposto ao 2754;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3256;;POINT (608088.99 7800478.67)
